"ms_zoning","lot_frontage","lot_area","street","lot_shape","land_contour","lot_config","land_slope","condition_1","bldg_type","house_style","overall_qual","overall_cond","roof_style","exterior_1st","mas_vnr_type","exter_qual","foundation","bsmt_qual","bsmt_cond","bsmt_exposure","bsmt_fin_type_1","bsmt_fin_sf_1","bsmt_fin_type_2","bsmt_fin_sf_2","bsmt_unf_sf","heating_qc","central_air","x1st_flr_sf","x2nd_flr_sf","low_qual_fin_sf","bsmt_full_bath","full_bath","half_bath","bedroom_abv_gr","kitchen_abv_gr","kitchen_qual","tot_rms_abv_grd","functional","fireplaces","fireplace_qu","garage_type","garage_finish","garage_cars","garage_area","paved_drive","wood_deck_sf","open_porch_sf","enclosed_porch","screen_porch","sale_price","longitude","latitude","neighborhood_tier","log_sale_price","effective_year"
"RL",52,6292,1,"Reg","Bnk","Inside",1,"Norm","1Fam","1Story",6,5,"Gable","Wd Sdng","None",3,"BrkTil",4,3,2,3,384,1,0,384,3,0,790,0,0,0,1,0,2,1,3,4,7,0,0,"Detchd",1,1,160,2,0,141,0,0,91000,-93.64842,42.016887,"Mid-Range",11.418614785499,1950
"RL",54,7609,1,"Reg","Lvl","Corner",1,"Norm","1Fam","2Story",8,9,"Gable","Other","None",4,"PConc",2,3,1,5,406,1,0,392,5,1,798,714,0,1,2,0,3,1,4,7,7,1,4,"Detchd",1,1,180,1,85,16,41,0,231000,-93.6447134,42.0168678,"Premium",12.3501729895039,1997
"RL",51,10480,1,"Reg","Lvl","Inside",1,"Norm","1Fam","1.5Fin",6,5,"Gable","MetalSd","None",3,"BrkTil",3,3,1,1,0,1,0,1064,5,1,1166,0,473,0,1,0,3,1,3,6,2,0,0,"Detchd",1,1,240,2,0,0,0,0,115000,-93.646735,42.016072,"Mid-Range",11.6526874073454,1950
"RL",57.5,9650,1,"IR1","HLS","Corner",1,"Norm","1Fam","2Story",6,3,"Hip","Wd Sdng","None",3,"BrkTil",3,3,1,1,0,1,0,784,3,1,819,784,0,0,1,0,4,1,3,7,7,1,4,"Attchd",1,2,599,2,0,217,0,0,138000,-93.642886,42.019833,"Premium",11.8350089641393,1950
"RL",60,7200,1,"Reg","HLS","Inside",0,"Norm","1Fam","2Story",7,6,"Gable","Other","None",3,"BrkTil",4,3,1,1,0,1,0,776,3,1,851,651,0,0,1,1,3,1,3,6,7,1,4,"Attchd",2,1,270,1,0,0,112,0,149000,-93.642821,42.019617,"Premium",11.9117015849276,2000
"RL",74,11988,1,"IR1","HLS","Inside",0,"Norm","1Fam","2Story",6,7,"Hip","Other","None",3,"CBlock",3,3,1,2,326,1,0,389,2,1,849,811,0,0,1,1,3,1,3,6,7,1,4,"Detchd",1,1,240,2,0,0,0,0,188700,-93.641405,42.018443,"Premium",12.1479137313566,1995
"RL",70,11700,1,"IR1","HLS","Inside",0,"Norm","1Fam","1.5Fin",5,6,"Gable","Other","None",3,"CBlock",3,3,1,4,606,1,0,336,5,1,1265,673,0,0,2,0,4,1,4,7,5,1,4,"Detchd",1,1,240,2,0,40,0,0,198000,-93.63962,42.018888,"Premium",12.1960223096767,1995
"RL",70,9260,1,"IR1","HLS","Inside",1,"Feedr","1Fam","1.5Fin",5,4,"Gable","Wd Sdng","None",3,"BrkTil",3,3,1,1,0,1,0,884,3,1,932,442,0,0,1,0,3,1,3,6,7,0,0,"Detchd",1,1,225,2,64,0,0,100,110000,-93.639497,42.018766,"Premium",11.6082356447746,1950
"RL",79,7801,1,"IR1","Lvl","Corner",1,"Feedr","1Fam","1Story",6,5,"Hip","Other","BrkFace",3,"PConc",3,3,1,3,500,1,0,591,2,0,1091,0,0,0,1,0,2,1,3,5,7,1,3,"Attchd",3,1,344,2,66,105,0,221,104000,-93.639467,42.017528,"Premium",11.5521461781235,1951
"RL",70,14100,1,"IR1","Lvl","Inside",0,"Norm","1Fam","1.5Fin",8,9,"Gable","Other","BrkFace",3,"CBlock",3,3,2,3,192,1,0,536,5,1,1968,1479,0,0,3,1,4,1,4,11,7,2,4,"BuiltIn",1,3,1014,2,314,12,0,0,381000,-93.642597,42.01601,"Premium",12.8505546541088,1997
"RL",57.5,15660,1,"IR1","Lvl","Corner",1,"Norm","1Fam","1.5Fin",7,9,"Gable","VinylSd","BrkFace",4,"CBlock",3,3,1,4,341,1,0,457,5,1,1137,817,0,0,1,1,3,1,4,8,7,2,3,"Attchd",1,2,431,2,0,119,150,0,311500,-93.643378,42.015667,"Premium",12.6491546172096,2006
"RL",70,12392,1,"Reg","Bnk","Inside",1,"Norm","1Fam","1.5Fin",7,9,"Gable","VinylSd","None",3,"CBlock",3,4,1,6,435,1,0,397,5,1,1218,943,0,1,2,1,3,1,4,8,7,2,3,"Attchd",3,2,506,2,0,96,0,0,263400,-93.64293,42.014567,"Premium",12.4814290682913,2000
"RL",56,26073,1,"IR1","Lvl","CulDSac",1,"Norm","1Fam","1Story",5,5,"Gable","Other","None",3,"PConc",3,3,1,3,1116,1,0,782,5,1,1898,0,0,0,2,1,3,1,3,7,7,2,3,"Attchd",1,2,484,2,0,51,224,0,236500,-93.640311,42.012638,"Premium",12.3737034869141,1956
"RL",63,14778,1,"IR1","Low","CulDSac",1,"PosN","1Fam","1Story",6,7,"Hip","HdBoard","BrkFace",4,"CBlock",3,3,1,4,728,1,0,568,5,1,1640,0,0,1,1,0,3,1,4,7,7,1,4,"Detchd",1,2,924,2,108,0,0,0,224000,-93.640293,42.012488,"Premium",12.3194013308372,2006
"RM",24,1879,1,"Reg","Lvl","CulDSac",1,"Norm","Twnhs","2Story",6,6,"Gable","MetalSd","None",3,"CBlock",4,3,1,6,366,1,0,150,3,1,516,516,0,0,1,0,2,1,3,5,7,1,3,"Detchd",1,2,462,2,213,0,0,0,116500,-93.645743,42.009489,"Mid-Range",11.6656465519879,1980
"RM",24,1950,1,"Reg","Lvl","Inside",1,"Norm","Twnhs","2Story",6,6,"Gable","MetalSd","None",3,"CBlock",4,3,1,2,81,6,612,23,3,1,716,840,0,1,2,1,3,1,3,6,7,1,3,"Attchd",3,2,452,2,161,0,0,0,151000,-93.645743,42.009489,"Mid-Range",11.9250351157971,1980
"RM",50,7000,1,"Reg","Lvl","Inside",1,"Norm","1Fam","1Story",6,8,"Gable","VinylSd","None",3,"BrkTil",3,3,1,3,299,6,40,555,3,1,919,0,0,1,1,0,2,1,3,5,7,0,0,"Detchd",1,1,195,1,0,0,116,0,126000,-93.628409,42.022607,"Budget",11.7440371859336,1998
"RM",60,6000,1,"Reg","Lvl","Inside",1,"Norm","1Fam","1.5Fin",6,8,"Gable","VinylSd","None",3,"CBlock",2,3,1,1,0,1,0,720,4,1,760,330,0,0,1,0,3,1,3,5,7,0,0,"Detchd",1,1,240,2,0,0,0,0,120000,-93.627459,42.021806,"Budget",11.6952470217642,2006
"RM",40,3636,1,"Reg","Lvl","Inside",1,"Norm","1Fam","1Story",4,4,"Gable","Other","None",3,"BrkTil",3,2,1,1,0,1,0,796,2,0,796,0,0,0,1,0,2,1,3,5,7,0,0,"None",0,0,0,0,0,0,100,0,55000,-93.625291,42.022797,"Budget",10.9150884642146,1950
"RM",60,5890,1,"Reg","Lvl","Corner",1,"Norm","1Fam","1Story",6,8,"Gable","Wd Sdng","None",4,"BrkTil",3,3,3,5,538,1,0,278,5,1,816,0,0,0,1,0,2,1,3,5,7,0,0,"Detchd",1,1,432,2,0,0,96,0,120500,-93.625288,42.022516,"Budget",11.6994050319128,2007
"RM",71,6900,1,"Reg","Lvl","Inside",1,"Norm","1Fam","1Story",5,6,"Gable","VinylSd","None",3,"CBlock",3,3,1,5,403,3,125,212,5,1,778,0,0,0,1,0,2,1,3,4,7,1,4,"Detchd",3,1,924,2,0,25,0,0,120500,-93.6291062,42.0213831,"Budget",11.6994050319128,1955
"RM",58,8155,1,"Reg","Lvl","Inside",1,"Norm","1Fam","1.5Fin",5,7,"Gable","Wd Sdng","None",3,"CBlock",4,3,1,1,0,1,0,780,4,1,780,420,0,0,1,0,4,1,3,7,7,0,0,"None",0,0,0,2,0,0,96,0,119000,-93.628385,42.021276,"Budget",11.6868787720937,1950
"RM",75,6000,1,"Reg","Lvl","Inside",1,"Norm","1Fam","SLvl",5,5,"Hip","HdBoard","None",2,"CBlock",4,3,2,3,257,1,0,367,5,1,1092,564,0,0,1,1,3,1,3,7,4,1,1,"Attchd",1,1,288,2,0,180,0,100,126000,-93.6258429,42.0214037,"Budget",11.7440371859336,1967
"RM",60,7392,1,"Reg","Lvl","Inside",1,"Norm","1Fam","1Story",5,7,"Gable","Wd Sdng","None",3,"BrkTil",3,3,1,1,0,1,0,520,3,1,912,0,0,0,1,0,2,1,3,5,7,0,0,"Detchd",2,1,360,2,0,90,0,0,99500,-93.626835,42.020379,"Budget",11.5079129231467,1995
"RM",75,9000,1,"Reg","Lvl","Inside",1,"Norm","1Fam","1.5Fin",5,5,"Gable","Other","BrkFace",3,"CBlock",3,3,1,5,330,1,0,821,4,1,1151,804,0,0,2,0,4,1,3,7,7,0,0,"Attchd",3,1,356,2,0,0,0,0,165500,-93.625143,42.021389,"Budget",12.0167264737993,1958
"C (all)",60,5280,1,"Reg","Lvl","Corner",1,"Feedr","1Fam","2Story",4,7,"Gable","Wd Sdng","None",3,"Stone",1,2,1,1,0,1,0,173,5,0,825,536,0,0,1,0,2,1,3,6,7,0,0,"Detchd",1,1,185,2,0,123,0,0,89000,-93.615426,42.021162,"Budget",11.3963916487143,1950
"C (all)",50,8500,1,"Reg","Lvl","Inside",1,"Feedr","1Fam","2Story",4,4,"Gambrel","Other","None",3,"BrkTil",3,3,1,1,0,1,0,649,3,0,649,668,0,0,1,0,3,1,3,6,7,0,0,"Detchd",1,1,250,0,0,54,172,0,40000,-93.616848,42.021506,"Budget",10.5966347330961,1950
"C (all)",52,5150,1,"Reg","Lvl","Corner",1,"Feedr","1Fam","1.5Fin",4,7,"Gable","Plywood","None",3,"PConc",1,3,1,1,0,1,0,356,3,0,671,378,0,0,1,0,2,1,3,5,7,0,0,"Detchd",1,1,195,0,0,0,0,0,80900,-93.616849,42.021594,"Budget",11.3009691030466,2000
"C (all)",120,18000,0,"Reg","Low","Inside",1,"Norm","1Fam","1Story",3,4,"Gable","MetalSd","None",2,"CBlock",3,3,1,1,0,1,0,894,3,1,894,0,0,0,1,0,2,1,3,6,7,0,0,"Detchd",2,3,1248,2,0,20,0,0,81000,-93.604195,42.022458,"Budget",11.3022044336546,1950
"C (all)",60,9000,0,"Reg","Bnk","Inside",1,"Norm","1Fam","2Story",4,6,"Gable","MetalSd","None",3,"Stone",2,2,2,1,0,1,0,592,5,1,432,432,0,0,1,1,3,1,2,5,5,0,0,"Detchd",1,1,216,0,0,30,160,0,65000,-93.604193,42.022626,"Budget",11.0821425488778,1950
"RM",44,3811,1,"IR1","HLS","Inside",0,"Norm","TwnhsE","1Story",7,5,"Hip","Other","Stone",4,"PConc",5,3,4,6,1474,1,0,120,5,1,1646,0,0,1,2,0,2,1,5,5,7,1,4,"Attchd",3,2,482,2,128,53,0,155,250000,-93.615985,42.008806,"Premium",12.4292161968444,2005
"RM",44,3842,1,"IR1","HLS","Inside",0,"Norm","TwnhsE","1Story",8,5,"Hip","Other","Stone",4,"PConc",5,3,4,6,1373,1,0,221,5,1,1646,0,0,1,2,0,2,1,4,5,7,1,4,"Attchd",3,2,482,2,128,53,0,155,275000,-93.615921,42.0091899,"Premium",12.5245263766487,2005
"RL",75,23730,1,"IR2","Lvl","Inside",1,"Norm","1Fam","1Story",7,5,"Gable","MetalSd","BrkFace",4,"PConc",5,3,2,6,700,1,0,1140,5,1,2032,0,0,1,3,0,3,1,4,7,7,0,0,"Attchd",3,3,786,2,0,46,192,0,300000,-93.607342,41.99507,"Mid-Range",12.6115377536383,1997
"RL",43.5,13265,1,"IR1","Lvl","CulDSac",1,"Norm","1Fam","1Story",8,5,"Hip","Other","BrkFace",4,"PConc",4,3,1,6,1218,1,0,350,5,1,1689,0,0,1,2,0,3,1,4,7,7,2,4,"Attchd",2,3,857,2,150,59,0,0,271000,-93.607121,41.997124,"Mid-Range",12.5098740998618,2002
"RL",75,11050,1,"Reg","Lvl","Inside",1,"Norm","1Fam","2Story",7,5,"Gable","VinylSd","None",3,"PConc",4,3,2,1,0,1,0,910,5,1,910,910,0,0,2,1,3,1,4,8,7,1,3,"Attchd",1,3,816,2,318,32,0,0,213000,-93.60489,41.997062,"Mid-Range",12.2690474446916,1997
"RL",76,9880,1,"Reg","Lvl","Inside",1,"Norm","1Fam","SLvl",6,6,"Gable","Plywood","None",3,"CBlock",3,3,3,5,522,1,0,574,3,1,1118,0,0,1,1,0,3,1,3,6,7,1,1,"Attchd",3,1,358,2,203,0,0,0,171000,-93.604549,41.997069,"Mid-Range",12.0494188354848,1977
"RL",75,10125,1,"Reg","Lvl","Inside",1,"Norm","1Fam","1Story",6,6,"Gable","Plywood","None",3,"CBlock",3,3,1,5,641,2,279,276,3,1,1279,0,0,0,2,0,3,1,3,6,7,2,2,"Detchd",1,2,473,2,238,83,0,0,171500,-93.604548,41.996919,"Mid-Range",12.0523385455881,1977
"RL",74,9990,1,"Reg","Lvl","Inside",1,"Norm","1Fam","1Story",4,5,"Gable","HdBoard","None",3,"PConc",4,3,1,5,1383,1,0,297,4,1,1689,0,0,1,2,0,3,1,3,6,7,1,3,"Attchd",1,2,432,2,428,120,0,0,228500,-93.602429,41.995991,"Mid-Range",12.3392914893164,1991
"RL",92,164660,0,"IR1","HLS","Corner",0,"Norm","2fmCon","1.5Fin",5,6,"Gable","Plywood","None",3,"CBlock",3,3,4,5,1249,4,147,103,5,1,1619,167,0,2,2,0,3,1,3,7,7,2,4,"Attchd",3,2,529,2,670,0,0,0,228950,-93.658875,41.998543,"Premium",12.3412589180852,1965
"RL",42,4084,1,"IR1","Lvl","Inside",1,"Norm","TwnhsE","1Story",7,6,"Gable","VinylSd","BrkFace",4,"CBlock",4,3,3,6,893,1,0,384,4,1,1501,0,0,1,2,0,2,1,4,6,7,1,3,"Attchd",3,2,512,2,240,0,0,0,241500,-93.639793,42.00514,"Premium",12.3946247520748,1986
"RL",74,11563,1,"IR1","HLS","Inside",1,"Norm","1Fam","1Story",8,5,"Hip","VinylSd","Stone",4,"PConc",5,3,4,6,1036,1,0,482,5,1,1537,0,0,1,2,0,3,1,4,8,7,0,0,"Attchd",3,3,788,2,0,26,0,0,294000,-93.653122,41.995141,"Premium",12.5913350463208,2007
"RL",73,9802,1,"Reg","Lvl","Inside",1,"Norm","1Fam","SLvl",5,5,"Gable","VinylSd","None",3,"PConc",4,3,1,1,0,1,0,352,4,1,712,730,0,0,2,1,3,1,3,6,7,0,0,"BuiltIn",3,2,400,2,100,0,0,0,172500,-93.649198,41.995142,"Premium",12.0581525154536,2007
"RL",75,12890,1,"IR1","Lvl","Inside",1,"Norm","1Fam","1Story",6,5,"Gable","Wd Sdng","BrkFace",3,"CBlock",4,3,1,1,0,1,0,1495,5,1,1495,0,0,0,2,0,3,1,3,8,7,1,3,"Attchd",1,2,438,2,252,0,192,0,150000,-93.644679,41.999812,"Premium",11.9183905730784,1989
"RL",47,12416,1,"IR1","Lvl","Inside",1,"Norm","1Fam","1Story",6,5,"Gable","VinylSd","Stone",3,"CBlock",4,2,1,5,1398,2,208,0,3,1,1651,0,0,1,2,0,3,1,3,7,5,1,3,"Attchd",3,2,616,2,192,0,0,0,184000,-93.646054,41.999575,"Premium",12.1226910365911,1986
"RL",93,18265,1,"Reg","Lvl","Corner",1,"Norm","1Fam","1Story",6,5,"Gable","Plywood","BrkFace",4,"CBlock",4,4,3,6,920,3,60,276,5,1,1256,0,0,0,2,0,3,1,4,6,7,1,2,"Attchd",1,2,578,2,282,0,0,0,180000,-93.6470597,41.9976055,"Premium",12.1007121298723,1986
"RL",82,11202,1,"IR1","Lvl","Inside",1,"Norm","1Fam","1Story",8,5,"Hip","VinylSd","BrkFace",4,"PConc",5,3,3,6,1029,1,0,403,5,1,1440,0,0,1,2,0,3,1,4,7,7,1,3,"Attchd",3,2,467,2,185,95,0,0,232500,-93.646726,41.995512,"Premium",12.3566455040095,2003
"RL",81,7915,1,"IR1","Lvl","Inside",1,"Norm","1Fam","1Story",6,5,"Hip","VinylSd","None",4,"PConc",5,3,2,6,1223,1,0,443,5,1,1675,0,0,1,2,0,3,1,4,6,7,0,0,"Attchd",2,2,435,2,165,52,0,0,195000,-93.646645,41.99639,"Premium",12.1807548375459,2000
"RL",85,12244,1,"Reg","Lvl","Inside",1,"Norm","1Fam","2Story",8,5,"Hip","VinylSd","Stone",4,"PConc",4,3,4,6,871,1,0,611,5,1,1482,780,0,1,2,1,4,1,4,10,7,2,4,"Attchd",3,3,749,2,168,0,0,0,305000,-93.647834,41.99423,"Premium",12.6280670555895,2003
"RL",79,11449,1,"IR1","HLS","Inside",1,"Norm","1Fam","1Story",8,5,"Gable","VinylSd","None",4,"PConc",4,3,3,6,1011,1,0,873,5,1,1728,0,0,1,2,0,3,1,4,7,7,1,4,"Attchd",3,2,520,2,0,276,0,0,298751,-93.653218,41.99312,"Premium",12.6073657295026,2007
"RL",85,11447,1,"IR1","Lvl","Inside",1,"Norm","1Fam","1Story",8,5,"Gable","VinylSd","BrkFace",4,"PConc",5,3,3,6,1571,1,0,393,5,1,1964,0,0,1,2,1,3,1,4,7,7,1,4,"Attchd",3,3,892,2,0,265,0,0,370000,-93.647214,41.993611,"Premium",12.8212582846204,2006
"RM",32,4500,1,"Reg","Lvl","FR2",1,"Norm","TwnhsE","1Story",6,5,"Hip","VinylSd","BrkFace",3,"PConc",5,3,1,6,864,1,0,325,5,1,1189,0,0,1,2,0,2,1,3,4,7,0,0,"Attchd",2,2,392,2,0,122,0,0,160500,-93.608197,41.993059,"Mid-Range",11.9860492215522,1997
"RL",150,14137,1,"Reg","Lvl","Corner",1,"Norm","1Fam","SFoyer",4,5,"Gable","HdBoard","BrkFace",3,"CBlock",4,3,3,5,865,2,247,88,4,1,1200,0,0,1,1,0,3,1,3,6,7,0,0,"2Types",3,3,850,2,0,119,0,171,173000,-93.606374,41.993185,"Mid-Range",12.0610468734799,1964
"RM",21,4224,1,"Reg","Lvl","Inside",1,"Norm","TwnhsE","1Story",5,6,"Gable","Other","None",3,"PConc",4,3,1,6,769,1,0,271,4,1,1040,0,0,0,1,0,3,1,3,6,7,0,0,"Attchd",1,2,499,2,0,100,0,0,124000,-93.605351,41.99261,"Budget",11.7280368445872,1975
"RM",21,2665,1,"Reg","Lvl","Inside",1,"Norm","TwnhsE","2Story",5,6,"Gable","Other","None",3,"PConc",4,3,2,1,0,1,0,264,3,1,616,688,0,0,1,1,3,1,3,4,7,1,4,"BuiltIn",3,1,336,2,141,24,0,0,115000,-93.604649,41.991372,"Budget",11.6526874073454,1976
"RM",41,2665,1,"Reg","Lvl","Inside",1,"Norm","TwnhsE","2Story",5,7,"Gable","Other","None",3,"PConc",4,3,1,5,318,1,0,232,3,1,925,550,0,0,2,0,4,1,3,6,7,1,3,"Attchd",1,1,336,2,92,26,0,0,129500,-93.604184,41.990899,"Budget",11.7714361601217,1976
"RM",21,1974,1,"Reg","Lvl","Inside",1,"Norm","Twnhs","SFoyer",4,7,"Gable","Other","None",3,"CBlock",4,3,3,6,501,1,0,25,4,1,526,462,0,1,1,0,2,1,3,5,7,0,0,"BuiltIn",2,1,297,2,120,101,0,0,105000,-93.603601,41.991883,"Budget",11.5617156291397,2006
"RM",21,1596,1,"Reg","Lvl","Inside",1,"Norm","Twnhs","SLvl",4,6,"Gable","Other","None",3,"CBlock",4,3,4,6,437,1,0,25,3,1,526,462,0,1,1,0,1,1,3,4,7,1,1,"BuiltIn",2,1,297,2,0,101,0,0,94900,-93.604269,41.991779,"Budget",11.460578984598,1973
"RL",76,17979,1,"IR1","Lvl","Corner",1,"Norm","1Fam","1Story",5,6,"Gable","Plywood","None",3,"CBlock",3,3,1,5,785,1,0,328,5,1,1160,0,0,1,1,0,3,1,4,6,7,0,0,"Attchd",1,1,257,2,81,0,0,0,152500,-93.601444,41.993249,"Mid-Range",11.9349198750296,1968
"RM",21,1477,1,"Reg","Lvl","Inside",1,"Norm","Twnhs","2Story",6,9,"Gable","Other","None",3,"CBlock",3,3,1,6,358,1,0,188,5,1,546,546,0,0,2,1,3,1,3,6,7,0,0,"None",0,0,0,2,187,0,0,0,98000,-93.603178,41.992133,"Budget",11.4927227576527,2007
"RM",21,1890,1,"Reg","Lvl","Inside",1,"Norm","Twnhs","SFoyer",4,7,"Gable","Other","None",3,"CBlock",4,3,3,5,495,1,0,135,4,1,630,0,0,1,1,0,1,1,3,3,7,0,0,"None",0,0,0,2,88,0,0,0,81000,-93.603458,41.991933,"Budget",11.3022044336546,1972
"RL",100,21750,1,"Reg","HLS","Inside",0,"Artery","1Fam","1Story",5,5,"Hip","HdBoard","None",3,"CBlock",3,3,1,1,0,1,0,988,5,1,988,0,0,0,1,0,2,1,3,4,7,0,0,"Attchd",2,2,520,0,0,0,0,0,113000,-93.610109,41.988675,"Mid-Range",11.6351430976945,1954
"RL",59,6490,1,"Reg","Lvl","Inside",1,"Norm","1Fam","1Story",5,7,"Gable","VinylSd","None",3,"CBlock",3,3,1,6,534,1,0,282,5,1,816,0,0,0,1,0,2,1,3,4,7,0,0,"Attchd",1,1,264,2,315,0,0,0,128500,-93.6051072,41.987109,"Mid-Range",11.7636841833174,1983
"RL",37,6951,1,"IR1","Lvl","CulDSac",1,"Norm","1Fam","1Story",5,5,"Gable","HdBoard","None",3,"CBlock",3,3,1,5,658,1,0,218,3,1,923,0,0,1,1,0,3,1,3,5,7,0,0,"Attchd",1,1,264,2,362,0,0,0,119500,-93.604761,41.988934,"Mid-Range",11.6910716503537,1985
"RL",60,6600,1,"Reg","Lvl","Inside",1,"Norm","1Fam","1Story",5,9,"Gable","VinylSd","None",4,"CBlock",3,3,1,5,641,1,0,175,5,1,816,0,0,0,1,0,3,1,4,5,7,1,5,"Attchd",1,1,264,2,0,0,0,0,130500,-93.603917,41.98811,"Mid-Range",11.7791285057449,2008
"RL",60,6600,1,"Reg","Lvl","Inside",1,"Norm","1Fam","1Story",5,8,"Gable","HdBoard","None",3,"PConc",3,4,1,6,816,1,0,0,5,1,816,0,0,1,1,0,2,1,3,4,7,0,0,"Detchd",3,2,816,2,0,0,0,0,138000,-93.603916,41.988076,"Mid-Range",11.8350089641393,2003
"RL",60,6600,1,"Reg","Lvl","Inside",1,"Norm","1Fam","1Story",5,6,"Gable","HdBoard","None",3,"CBlock",3,3,1,6,638,1,0,207,4,1,845,0,0,0,1,0,3,1,4,6,7,0,0,"Attchd",1,1,264,2,0,0,0,0,134500,-93.603886,41.987289,"Mid-Range",11.809319478024,2005
"RL",75,12508,1,"IR1","Lvl","Inside",1,"Norm","1Fam","1.5Fin",6,7,"Gable","VinylSd","None",3,"CBlock",4,3,2,5,660,1,0,323,5,1,983,767,0,1,2,0,4,1,3,7,4,0,0,"Attchd",1,1,423,2,245,0,156,0,160000,-93.608291,41.98658,"Mid-Range",11.982929094216,1985
"RL",74,12395,1,"Reg","Lvl","Corner",1,"Norm","1Fam","1Story",5,6,"Gable","HdBoard","None",3,"CBlock",3,3,1,5,647,1,0,217,3,1,889,0,0,0,1,0,3,1,3,6,7,0,0,"Attchd",1,2,484,2,0,0,0,0,137500,-93.603722,41.986498,"Mid-Range",11.8313791960888,1984
"RL",75,11075,1,"IR1","Lvl","Inside",0,"Norm","1Fam","2Story",5,4,"Gable","HdBoard","BrkFace",3,"CBlock",3,3,3,5,562,2,193,29,5,1,1168,800,0,0,2,1,4,1,3,7,5,1,1,"Attchd",2,2,530,2,305,189,0,0,172000,-93.600066,41.991885,"Mid-Range",12.0552497557956,1969
"I (all)",60,56600,1,"IR1","Low","Inside",1,"Norm","1Fam","2.5Unf",5,1,"Hip","Wd Sdng","None",3,"BrkTil",3,3,1,1,0,1,0,686,5,1,1150,686,0,0,2,0,4,1,3,7,3,0,0,"Detchd",1,1,288,0,0,0,0,0,103000,-93.577427,42.022745,"Budget",11.5424842672118,1950
"RL",85,10667,1,"Reg","Lvl","Inside",1,"Norm","1Fam","1Story",6,6,"Gable","MetalSd","BrkFace",3,"CBlock",3,3,1,4,838,1,0,749,3,1,1587,0,0,0,2,0,3,1,3,7,7,1,4,"Attchd",1,2,525,2,0,44,0,0,167300,-93.618504,42.051297,"Mid-Range",12.0275438869749,1971
"RL",85,10628,1,"Reg","Lvl","Inside",1,"Norm","1Fam","1Story",7,5,"Flat","Plywood","None",3,"CBlock",3,4,4,6,778,1,0,499,3,1,1277,0,0,1,1,0,2,1,3,5,7,1,1,"Attchd",1,2,526,2,0,0,0,176,167000,-93.618503,42.051357,"Mid-Range",12.0257490913989,1970
"RL",95,13651,1,"IR1","Lvl","Inside",1,"Norm","1Fam","1Story",7,6,"Gable","Plywood","BrkFace",3,"CBlock",4,3,4,5,1880,1,0,343,5,1,2223,0,0,1,2,0,3,1,3,8,7,2,4,"Attchd",3,2,516,2,300,0,0,0,244000,-93.617273,42.049671,"Mid-Range",12.4049235042753,1973
"RL",95,15865,1,"IR1","Lvl","Inside",0,"Norm","1Fam","1Story",8,6,"Flat","Wd Sdng","None",4,"PConc",3,4,4,5,351,3,823,1043,5,1,2217,0,0,1,2,0,4,1,4,8,7,1,3,"Attchd",1,2,621,2,81,207,0,224,268000,-93.61728,42.050443,"Mid-Range",12.498742259493,1970
"RL",63,10364,1,"IR1","Lvl","Inside",1,"Norm","1Fam","2Story",6,5,"Gable","MetalSd","None",3,"PConc",4,3,1,1,0,1,0,806,4,1,806,766,0,0,2,1,3,1,3,7,7,1,3,"BuiltIn",3,2,373,2,0,40,0,0,168000,-93.63736,42.060466,"Premium",12.0317192583854,1996
"RL",99,13869,1,"IR2","Lvl","Corner",1,"Norm","1Fam","2Story",6,6,"Gable","VinylSd","None",3,"PConc",4,3,3,6,182,1,0,612,4,1,794,676,0,0,2,0,3,1,3,6,7,0,0,"Attchd",3,2,388,2,0,75,0,0,177000,-93.636146,42.061664,"Premium",12.083905011556,1997
"RL",57,8773,1,"IR1","HLS","Inside",1,"Norm","1Fam","2Story",6,5,"Gable","VinylSd","None",3,"PConc",4,3,3,1,0,1,0,916,4,1,916,684,0,0,2,1,3,1,3,7,7,1,3,"Attchd",3,2,460,2,100,38,0,0,169000,-93.636972,42.061326,"Premium",12.0376539939052,1997
"RL",56,8872,1,"IR1","HLS","Inside",1,"Norm","1Fam","SLvl",6,5,"Gable","VinylSd","None",3,"PConc",4,3,1,1,0,1,0,384,4,1,754,630,0,0,2,1,3,1,3,7,7,1,3,"BuiltIn",3,2,390,2,0,0,0,0,161500,-93.637189,42.061242,"Premium",11.9922604216448,1997
"RL",41,5330,1,"Reg","Lvl","Inside",1,"Norm","TwnhsE","1Story",8,5,"Gable","Other","None",4,"PConc",4,3,3,6,1196,1,0,298,5,1,1652,0,0,1,2,0,2,1,5,6,7,0,0,"Attchd",2,2,499,2,96,48,0,0,251000,-93.634341,42.063067,"Luxury",12.4332082181139,2000
"RL",50,10147,1,"IR1","Lvl","CulDSac",1,"Norm","1Fam","SLvl",6,5,"Gable","HdBoard","BrkFace",3,"PConc",4,3,1,2,186,1,0,206,4,1,924,770,0,0,2,1,3,1,3,7,7,1,3,"BuiltIn",3,2,398,2,256,64,0,0,160000,-93.636345,42.059592,"Premium",11.982929094216,1994
"RL",63,7875,1,"Reg","Lvl","Inside",1,"Norm","1Fam","2Story",7,5,"Gable","HdBoard","None",4,"PConc",4,3,1,3,414,1,0,277,4,1,691,862,0,0,2,1,3,1,4,6,7,0,0,"Attchd",3,2,420,2,0,44,0,0,178750,-93.637865,42.059562,"Premium",12.0937434605563,1996
